Shape,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,CITY,STATE,ZIP,TELEPHONE,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
"(40.755492048000065, -73.97265114899994)",Hotels,New York Marriott East Side,http://www.nymarriotteastside.com,525 Lexington Avenue,New York,NY,10017,(212) 704-8737, ,Manhattan,1,525,LEXINGTON AVENUE
"(40.70942918900005, -74.01433767399993)",Hotels,New York Marriott Financial Center,http://www.nycmarriott.com/nycws,85 West Street,New York,NY,10006,(212) 704-8737, ,Manhattan,1,85,WEST STREET
"(40.757536207000044, -73.96993952399993)",Hotels,New York Midtown East Courtyard by Marriott,http://www.nycmarriott.com/nycme,866 Third Avenue,New York,NY,10022,(212) 704-8737, ,Manhattan,1,866,THIRD AVENUE
"(40.75946146800004, -73.9749344409999)",Hotels,Omni Berkshire Place,http://www.omnihotels.com,21 East 52nd Street,New York,NY,10022,(212) 754-5096, ,Manhattan,1,21,EAST 52 STREET
"(40.759723920000056, -73.98463356799994)",Hotels,Renaissance New York Times Square Hotel,http://www.nycmarriott.com/nycrt,2 Times Square,New York,NY,10036,(212) 261-5114, ,Manhattan,1,2,TIMES SQUARE
"(40.75284301700009, -73.98599586699993)",Hotels,Residence Inn New York Manhattan / Times Square,http://marriott.com/property/propertypage/NYCRI,1033 Avenue of the Americas,New York,NY,10018,(212) 704-8737, ,Manhattan,1,1033,AVENUE OF THE AMERICAS
"(40.75540337100006, -73.98239309599995)",Hotels,Royalton,http://www.royaltonhotel.com,44 West 44th Street,New York,NY,10036,(212) 554-6106, ,Manhattan,1,44,WEST 44 STREET
"(40.74834859100008, -73.97786196699991)",Hotels,Shelburne Murray Hill,http://www.affinia.com/NYC-Hotel/Shelburne-Murray-Hill/Overview.cfm,303 Lexington Avenue,New York,NY,10016,(646) 424-2631, ,Manhattan,1,303,LEXINGTON AVENUE
"(40.722053147000054, -74.00452037999992)",Hotels,Soho Grand,http://www.sohogrand.com,310 West Broadway,New York,NY,10003,(212) 519-6641, ,Manhattan,1,310,WEST BROADWAY
"(40.82221388800008, -73.94890749699994)",Hotels,Sugar Hill Harlem Inn,http://www.sugarhillharleminn.com,460 West 141 Street,New York,NY,10031,(917) 464-3528,yes,Manhattan,1,460,WEST 141 STREET
"(40.75603465100005, -73.98232073899993)",Hotels,The Algonquin Hotel,http://www.algonquinhotel.com,59 West 44th Street,New York,NY,10036,(212) 419-9314, ,Manhattan,1,59,WEST 44 STREET
"(40.74587085500008, -73.98690741199994)",Catering,Apple Tree Catering,http://www.appletreecatering.com,276 5th Avenue,New York,NY,10001,(212) 685-2727,yes,Manhattan,1,276,5 AVENUE
"(40.58959593800006, -73.89901209899995)",Exercise & Fitness,Aviator Sports & Events Center,http://www.aviatorsports.com,"Hangar 5, Floyd Bennett Field",Brooklyn,NY,11234,(718) 758-7500,yes,Brooklyn,3,HANGER 5,FLOYD Bennett Field
"(40.74654639000005, -73.98461856199992)",Hotels,The Avalon,http://www.theavalonny.com,16 East 32nd Street,New York,NY,10016,(212) 299-7000, ,Manhattan,1,16,EAST 32 STREET
"(40.75660075400003, -73.97194322799993)",Hotels,The Benjamin Hotel,http://www.thebenjamin.com,125 East 50th Street,New York,NY,10022,(646) 424-2631, ,Manhattan,1,125,EAST 50 STREET
"(40.76346700000005, -73.97977740399995)",Hotels,The Blakley Hotel,http://blakleyhotel.com,136 West 55th Street,New York,NY,10019,(212) 245-1800, ,Manhattan,1,136,WEST 55 STREET
"(40.73074023200007, -74.00709171199992)",Post Production & Training,Deluxe New York LLC,http://www.bydeluxe.com,435 Hudson Street,New York,NY,10014,(212) 444-5600,yes,Manhattan,1,435,HUDSON STREET
"(40.757223717000045, -73.98670963599994)",Post Production & Training,Devlin Video International,http://www.devlinvideo.com,1501 Broadway,New York,NY,10036,(212) 391-1313, ,Manhattan,1,1501,BROADWAY
"(40.74704390800008, -73.99156216099993)",Post Production & Training,Digital Arts,http://www.digital-arts.net,130 West 29th Street,New York,NY,10001,(212) 460-9600, ,Manhattan,1,130,WEST 29 STREET
"(40.71731303100006, -74.00115436399994)",Post Production & Training,DCTV (Downtown Community Television Center),http://www.dctvny.com,87 Lafayette Street,New York,NY,10013,(212) 966-4510 ext.655,yes,Manhattan,1,87,LAFAYETTE STREET
"(40.72590121800005, -74.00622354699993)",Post Production & Training,"Edgeworx, Inc.",http://www.edgeworx.com,137 Varick Street,New York,NY,10013,(212) 334-3334, ,Manhattan,1,137,VARICK STREET
"(40.74343916000004, -73.98336702499995)",Post Production & Training,"Elrom, Inc.",http://www.elrom.tv,419 Park Avenue South,New York,NY,10002,(212) 645-5050, ,Manhattan,1,419,PARK AVENUE SOUTH
"(40.739026556000056, -73.9924977949999)",Post Production & Training,FlickerLab,http://www.flickerlab.com,7 West 18th Street,New York,NY,10011,(212) 560-9228, ,Manhattan,1,7,WEST 18 STREET
"(40.71518020600007, -74.00590510799992)",Post Production & Training,Future Media Concepts,http://www.fmctraining.com,299 Broadway,New York,NY,10017,(212) 233-3500, ,Manhattan,1,299,BROADWAY
"(40.738881064000054, -74.00781613299995)",Post Production & Training,Goldcrest Post Production,http://www.goldcrestpost.com,799 Washington Street,New York,NY,10014,(212) 243-4700, ,Manhattan,1,799,WASHINGTON STREET
"(40.81616338200007, -73.94638321899993)",Post Production & Training,Griots Roll Film Production and Service Inc.,http://www.griotsrollproduction.com/,276 West 135th Street,New York,NY,10030,(212) 281-2286,yes,Manhattan,1,276,WEST 135 STREET
"(40.763820638000084, -73.98294586999992)",Post Production & Training,"GTV, Inc.",http://www.gtvnyc.com,1697 Broadway,New York,NY,10019,(212) 262-6260, ,Manhattan,1,1697,BROADWAY
"(40.74246583900003, -73.99441004599993)",Post Production & Training,Hello World Communications,http://www.hwc.tv,118 West 22nd Street,New York,NY,10011,(212) 243-8800, ,Manhattan,1,118,WEST 22 STREET
"(40.756021151000084, -73.98383672499995)",Post Production & Training,iNDiGO TV,http://www.indigo.tv,1133 Avenue of the Americas,New York,NY,10036,(212) 226-0280,yes,Manhattan,1,1133,AVENUE OF THE AMERICAS
"(40.75203994800006, -73.9720651049999)",Post Production & Training,"Intenational Duplication Centre, Inc. (IDC)",http://www.idcdigital.com,216 East 45th Street,New York,NY,10017,(212) 581-3940, ,Manhattan,1,216,EAST 45 STREET
"(40.730120001000046, -74.00788208799992)",Post Production & Training,LVT Laser Subtitling,http://www.lvtusa.com,609 Greenwich Street,New York,NY,10014,(212) 343-1910, ,Manhattan,1,609,GREENWICH STREET
"(40.75292057000007, -73.99409876699991)",Post Production & Training,Manhattan Center Studios,http://www.mcp-studios.com,311 West 34th Street,New York,NY,10001,(212) 695-6600 x212,yes,Manhattan,1,311,WEST 34 STREET
"(40.73593880400006, -73.99408583699994)",Post Production & Training,Manhattan Edit Workshop,http://www.mewshop.com,80 Fifth Avenue,New York,NY,10011,(212) 414-9570,yes,Manhattan,1,80,FIFTH AVENUE
"(40.74553227700005, -73.99372838399995)",Hotels,Fashion 26 - A Wyndham Hotel,http://www.wyndhamny.com,152 West 26th Street,New York,NY,10001,(212) 858-5888,yes,Manhattan,1,152,WEST 26 STREET
"(40.87884275400006, -74.27117265399994)",Hardware & Tools,Frameware Inc.,http://www.framewareinc.com,25 Sherwood Lane,Fairfield,NJ,7004,(800) 582-5608 / (973) 808-2022,yes,New Jersey,0,25,SHERWOOD LANE
"(40.76081439100005, -73.9929032419999)",Post Production & Training,"Motion Picture Enterprises, Inc.",http://www.mpenyc.com,432 West 45th Street,New York,NY,10036,(212) 245-0969, ,Manhattan,1,432,WEST 45 STREET
"(40.752403994000076, -73.97176813999994)",Post Production & Training,"MovingImages NY, LLC",http://www.mipost.com,227 East 45th Street,New York,NY,10017,(212) 953-6999,yes,Manhattan,1,227,EAST 45 STREET
"(40.753405447000034, -73.97025540099992)",Post Production & Training,NEP Studios/Duplication,http://www.nepinc.com,885 Second Avenue,New York,NY,10017,(212) 548-7700, ,Manhattan,1,885,SECOND AVENUE
"(40.741021250000074, -73.98493379299993)",Post Production & Training,Nice Spots,http://www.nicespots.com,104 East 25th Street,New York,NY,10010,(212) 432-3000, ,Manhattan,1,104,EAST 25 STREET
"(40.76133499100007, -73.98618591899992)",Post Production & Training,Now Hear This,http://www.nhtsound.com,250 West 49th Street,New York,NY,10019,(212) 265-1188, ,Manhattan,1,250,WEST 49 STREET
"(40.748290127000075, -73.99312112099994)",Post Production & Training,"NYCD, Inc.",http://www.nycd.com,350 Seventh Avenue,New York,NY,10001,(212) 502-0588, ,Manhattan,1,350,SEVENTH AVENUE
"(40.739015443000085, -73.99065382099991)",Post Production & Training,OffHollywood Digital,http://www.offhollywooddigital.com,5 East 19th Street,New York,NY,10003,(212) 260-8400, ,Manhattan,1,5,EAST 19 STREET
"(40.72327457100005, -74.00436533099992)",Post Production & Training,"PostWorks, New York",http://www.pwny.com/ny.htm,100 Avenue of the Americas,New York,NY,10013,(212) 894-4000, ,Manhattan,1,100,AVENUE OF THE AMERICAS
"(40.74582154400008, -73.98296583799993)",Post Production & Training,"Pow! Pix, Inc.",http://powpix.com,44 East 32nd Street,New York,NY,10016,(212) 531-6450,yes,Manhattan,1,44,EAST 32 STREET
"(40.72496830500006, -73.99684654099991)",Post Production & Training,Power Image Workshop,http://www.powerimageworkshop.com,594 Broadway,New York,NY,10012,(212) 219-0526, ,Manhattan,1,594,BROADWAY
"(40.73818376600008, -73.99044825099992)",Post Production & Training,Production Central,http://www.prodcentral.com,873 Broadway,New York,NY,10003,(212) 631-0435,yes,Manhattan,1,873,BROADWAY
"(40.75247755000004, -73.9791534929999)",Post Production & Training,Rhinopost,http://www.rhinopost.tv,50 East 42nd Street,New York,NY,10017,(212) 986-1577, ,Manhattan,1,50,EAST 42 STREET
"(40.764562659000035, -73.99598886399991)",Hotels,Ink48,http://www.ink48.com,653 11th Avenue,New York,NY,10036,(646) 572-7430,yes,Manhattan,1,653,11 AVENUE
"(40.75574997500007, -73.97348376799994)",Hotels,InterContinental New York Barclay,http://www.intercontinental.com/newyork,111 East 48th Street,New York,NY,10017,(212) 906-3113,yes,Manhattan,1,111,EAST 48 STREET
"(40.73817732300006, -73.98236516999992)",Post Production & Training,Scharff Weisberg Media Resource Center,http://www.swinyc.com,220 East 23rd Street,New York,NY,10010,(212) 685-6511, ,Manhattan,1,220,EAST 23 STREET
"(40.75265273100007, -73.99177676799991)",Post Production & Training,ScreamerVision,http://www.screamervision.com,247 West 35th Street,New York,NY,10001,(212) 951-7171, ,Manhattan,1,247,WEST 35 STREET
"(40.74276208400005, -73.9913678289999)",Post Production & Training,Splash Studios,http://www.splash-studios.com,49 West 23rd Street,New York,NY,10010,(212) 271-8747, ,Manhattan,1,49,WEST 23 STREET
"(40.74559201400007, -73.99270998199995)",Post Production & Training,Standby Program,http://www.standby.org,135 West 26th Street,New York,NY,10001,(212) 206-7858,yes,Manhattan,1,135,WEST 26 STREET
"(40.70571320700009, -74.01032615799994)",Post Production & Training,The Rust Company Inc.,http://www.rustcompany.com,40 Exchange Place,New York,NY,10005,(646) 746-4300, ,Manhattan,1,40,EXCHANGE PLACE
"(40.72997440000006, -74.00806025199995)",Post Production & Training,Village Mega Playground,http://www.mega-playground.com,609 Greenwich Street,New York,NY,10014,(212) 399-0409, ,Manhattan,1,609,GREENWICH STREET
"(40.71847282200008, -74.00448433199995)",Post Production & Training,"World Wide Audio, Inc.",http://www.globalaudio.net,41 White Street,New York,NY,10013,(646) 336-6580,yes,Manhattan,1,41,WHITE STREET
"(40.74925740600008, -73.95186518199995)",Post Production & Training,Hiccup Media LLC,http://www.hiccupmedia.com,9-01 44th Drive,Long Island City,NY,11101,(718) 472-3272,yes,Queens,4,1-Sep,44 DRIVE
"(40.72591502900008, -74.00429334699993)",Post Production & Training,Post Factory NY,http://www.postfactoryny.com,161 Avenue of the Americas,New York,NY,10013,(212) 627-1662,yes,Manhattan,1,161,AVENUE OF THE AMERICAS
"(40.75442784200004, -73.99214909999995)",Production Company,"Astoria Films, Inc.",http://www.AstoriaFilms.com,545 Eighth Avenue,New York,NY,10018,(212) 330-0607, ,Manhattan,1,545,8 AVENUE
"(40.75974305200003, -73.99128425899994)",Production Company,Marchand Media LLC,http://www.marchandmedia.com,630 Ninth Avenue,New York,NY,10036,(212) 974-8411,yes,Manhattan,1,630,NINTH AVENUE
"(40.718540301000075, -74.00442844399993)",Production Company,Edge 1 Records,http://www.edge1records.com,41 White Street,New York,NY,10013,(646) 336-6580, ,Manhattan,1,41,WHITE STREET
"(40.755849083000044, -73.92849385499994)",Props,"Interior Foliage Design, Inc.",http://www.interiorfoliage.com,32-14 36th Avenue,Long Island City,NY,11106,(718) 784-4527,yes,Queens,4,32-14,36 AVENUE
"(40.75757697900008, -73.96763691599995)",Casting & Talent,Ken Lazer Casting,http://www.kenlazercasting.com,232 East 54th Street,New York,NY,10022,(646) 781-9182, ,Manhattan,1,232,EAST 54 STREET
"(40.754511337000054, -73.99222722199994)","Camera, Grip & Lighting",Leftfield Rentals,http://www.leftfieldrentals.com,545 8th Avenue,New York,NY,10018,(212) 564-2607, ,Manhattan,1,545,8 AVENUE
"(40.756071691000045, -74.00002165699993)",Production Company,MAPS - Mobile Arts Production Services,http://www.mapsproduction.com,535 West 35th Street,New York,NY,10001,(888) 843-7880, ,Manhattan,1,535,WEST 35 STREET
"(40.74544701200006, -73.9759682529999)",Production Company,Murray Hill Studios,http://www.murrayhillstudios.com,248 East 35th Street,New York,NY,10016,(212) 889-4200, ,Manhattan,1,248,EAST 35 STREET
"(40.73985817800008, -73.99192393299995)",Production Company,Production Consolidated of New York,http://www.productionconsolidated.com,6 West 20th Street,New York,NY,10011,(917) 664-3350, ,Manhattan,1,6,WEST 20 STREET
"(40.761984373000075, -73.98366719299992)",Production Company,RoundHead Creative Group Inc,http://roundhead.tv,1650 Broadway,New York,NY,10019,(212) 245-2688,yes,Manhattan,1,1650,BROADWAY
"(40.74459461300006, -73.98277488199994)",Production Company,TAG Creative,http://www.tagcreativeny.com,443 Park Avenue South,New York,NY,10016,(212) 253-5300, ,Manhattan,1,443,PARK AVENUE SOUTH
"(40.748583921000034, -74.0048072969999)",Production Company,"Mechanism Digital, Inc.",http://www.mechanismdigital.com,514 West 24th Street,New York,NY,10011,(646) 230-0230, ,Manhattan,1,514,WEST 24 STREET
"(40.71930023800007, -74.00101370599992)",Production Company,Next Millenium Productions,http://www.nmpfilms.com/,31 Howard Street,New York,NY,10013, , ,Manhattan,1,31,HOWARD STREET
"(40.75254490900005, -73.99185303199994)",Props,Big Apple Sign Corp.,http://www.bigapplegroup.com,247 West 35th Street,New York,NY,10001,(212) 629-3650, ,Manhattan,1,247,WEST 35 STREET
"(40.72208615300008, -74.0021285119999)",Props,Bisazza,http://www.bisazza.com,43 Greene Street,New York,NY,10013,(212) 334-7130,yes,Manhattan,1,43,GREENE STREET
"(40.722286530000076, -74.0014358489999)",Props,Boca Grande Furnishings,http://www.bocagrandefurnishings.com,54 Greene Street,New York,NY,10013,(212) 226-5997, ,Manhattan,1,54,GREENE STREET
"(40.76498104700005, -73.99569691399995)",Props,"City Knickerbocker, Inc", ,665 11th Avenue,New York,NY,10019,(212) 586-3939,yes,Manhattan,1,665,11 AVENUE
"(40.75764441300004, -73.9979966869999)",Props,Dreamhire LLC,http://www.dreamhire.com,509 West 38th Street,New York,NY,10018,(212) 691-5544, ,Manhattan,1,509,WEST 38 STREET
"(40.75093334500008, -74.0064496569999)",Props,Eclectic/Encore Props,http://www.eclecticprops.com,620 West 26th Street,New York,NY,10001,(212) 645-8880, ,Manhattan,1,620,WEST 26 STREET
"(40.73307342900006, -73.99910515699992)",Props,Economy Foam and Futons,http://www.economyfoamandfutons.com,56 West 8th Street,New York,NY,10011,(212) 475-4800, ,Manhattan,1,56,WEST 8 STREET
"(40.75199846600009, -74.00216556099991)",Props,ECR Antique Conservation and Restoration,http://www.ECRios.com,515 West 29th Street,New York,NY,10001,(212) 643-0388, ,Manhattan,1,515,WEST 29 STREET
"(40.749974604000045, -73.98478740099995)",Props,Gettinger Feather Corp.,http://www.gettingerfeather.com,16 West 36th Street,New York,NY,10018,(212) 695-9420, ,Manhattan,1,16,WEST 36 STREET
"(40.72401294100007, -73.99655820499993)",Props,Greenroom,http://www.yourgreenroom.com,270 Lafayette Street,New York,NY,10012,(212) 625-1818, ,Manhattan,1,270,LAFAYETTE STREET
"(40.72468437100008, -73.99650980599995)",Props,Housing Works Bookstore CafÌ©,http://www.housingworksbookstore.org,126 Crosby Street,New York,NY,10012,(212) 334-3324,yes,Manhattan,1,126,CROSBY STREET
"(40.721871967000084, -73.9948771569999)",Props,Just Shades,http://www.justshadesny.com,21 Spring Street,New York,NY,10012,(212) 966-2757, ,Manhattan,1,21,SPRING STREET
"(40.71894608800005, -74.00432536599993)",Props,Let There be Neon,http://www.lettherebeneon.com,38 White Street,New York,NY,10013,(212) 226-4883,yes,Manhattan,1,38,WHITE STREET
"(40.742808970000056, -73.99522559799993)",Props,Mantiques Modern,http://www.mantiquesmodern.com,146 West 22nd Street,New York,NY,10011,(212) 206-1494, ,Manhattan,1,146,WEST 22 STREET
"(40.77681843500005, -73.96207051599993)",Props,Modprop.com,http://www.modprop.com,1044 Madison Avenue,New York,NY,10021,(212) 628-7582, ,Manhattan,1,1044,MADISON AVENUE
"(40.74107703100009, -73.99519685399991)",Props,Props Company Kaplan & Associates, ,111 West 19th Street,New York,NY,10011,(212) 691-7767, ,Manhattan,1,111,WEST 19 STREET
"(40.75259675400008, -73.99550642199995)",Props,Props for Today,http://www.propsfortoday.com,330 West 34th Street,New York,NY,10001,(212) 244-9600, ,Manhattan,1,330,WEST 34 STREET
"(40.75516043500005, -73.99980869899991)",Props,"Props NYC, LLC", ,509 West 34th Street,New York,NY,10001,(212) 352-0101 / (212) 877-352,yes,Manhattan,1,509,WEST 34 STREET
"(40.72946907700003, -74.0106473479999)",Props,Revolution Graphics and Design,http://www.revolutiongraphics.com,Pier 40 South,New York,NY,10014,(212) 741-7122, ,Manhattan,1, ,PIER 40
"(40.74186479100007, -73.99559014699992)",Props,SMP Digital Graphics, ,135 West 20th Street,New York,NY,10011,(212) 691-6766, ,Manhattan,1,135,WEST 20 STREET
"(40.74979644900009, -73.98684465499991)",Props,Tannen's Magic,http://www.tannens.com,45 West 34th Street,New York,NY,10001,(212) 929-4500,yes,Manhattan,1,45,WEST 34 STREET
"(40.71322576500006, -74.00861752299994)",Props,Tent and Trails,http://www.tenttrails.com,21 Park Place,New York,NY,10007,(212) 227-1760,yes,Manhattan,1,21,PARK PLACE
"(40.72183074600008, -73.99384537799995)",Props,"The Chair Factory, Ltd.",http://www.thechairfactory.com,214 Bowery,New York,NY,10012,(212) 941-8700, ,Manhattan,1,214,BOWERY
"(40.75608101700004, -73.98048710599994)",Props,The Red Caboose,http://www.theredcaboose.com,23 West 45th Street,New York,NY,10036,(212) 575-0155, ,Manhattan,1,23,WEST 45 STREET
"(40.721858334000046, -74.00232331699993)",Props,Weapons Specialists Ltd.,http://www.weaponspecialists.com,33 Greene Street,New York,NY,10013,(212) 941-7696,yes,Manhattan,1,33,GREENE STREET
"(40.723768704000065, -74.00106789099993)",Props,Wooster Gallery,http://homepage.mac.com/woostergallery,84 Wooster Street,New York,NY,10012,(212) 219-2190, ,Manhattan,1,84,WOOSTER STREET
"(40.717471867000086, -73.99083360399993)",Props,Zarin Fabrics,http://www.zarinfabrics.com,314 Grand Street,New York,NY,10002,(212) 925-6112, ,Manhattan,1,314,GRAND STREET
"(40.66872908800008, -73.39553082299994)",Props,Stagecraft Whips,http://www.aswgt.com,40 Grant Avenue,Copiague,NY,11726,(631) 842-1711,yes,New York State,6,40,GRANT AVENUE
"(40.733946941000056, -73.37711380199994)",Props,P.J. McBride Inc.,http://www.PJMcBride.com,8 Lamar Street,West Babylon,NY,11704,(631) 643-2848, ,New York State,6,8,LAMAR STREET
"(40.75084850700006, -73.94797526699995)",Props,Film Biz Recycling Props,http://tinyurl.com/filmbizprops,43-26 12th Street,Long Island City,NY,11101,(718) 392-3304, ,Queens,4,43-26,12 STREET
"(40.75403264800008, -73.92936808799993)",Props,New York Decorating Company, ,33-11 37th Avenue,Long Island City,NY,11101,(718) 361-1500, ,Queens,4,33-11,37 AVENUE
"(40.718876342000044, -73.91133189499993)",Props,Gothic Cabinet Craft,http://www.gothiccabinetcraft.com,58-77 57th Street,Maspeth,NY,11378,(347) 881-1420, ,Queens,4,58-77,57 STREET
"(40.699697153000045, -73.83327077299992)",Props,Freeport Signs & Rigging,http://www.freeportsigns.com,86-19 116th Street,Richmond Hill,NY,11418,(718) 849-2888, ,Queens,4,86-19,116 STREET
"(40.68138576400008, -73.95384308699994)",Recycling & Waste Removal,GreenHouse Eco-Cleaning,http://www.GreenhouseEcoCleaning.com,1240 Bedford Avenue,Brooklyn,NY,11217,(718) 303-7029, ,Brooklyn,3,1240,BEDFORD AVENUE
"(40.71102531400004, -73.9253917989999)",Recycling & Waste Removal,Filco Carting,http://www.filcocarting.com,111 Gardner Avenue,Brooklyn,NY,11237,(718) 456-5000, ,Brooklyn,3,111,GARDNER AVENUE
"(40.70764007300005, -73.94293217199993)",Scenic Supplies,Seldowitz & Glaubiger, ,172 Graham Avenue,Brooklyn,NY,11206,(718) 388-5151, ,Brooklyn,3,172,GRAHAM AVENUE
"(40.719047723000074, -74.00072149599993)",Scenic Supplies,Jane Nelson Studio, ,21 Howard Street,New York,NY,10013,(212) 431-4642, ,Manhattan,1,21,HOWARD STREET
"(40.76583956700006, -73.9876212499999)",Scenic Supplies,"M. Epstein's Son, Inc.", ,809 9th Avenue,New York,NY,10019,(212) 265-3960, ,Manhattan,1,809,9 AVENUE
"(40.80842768400004, -73.27396089799993)",Scenic Supplies,Seating Solutions,http://www.seatingsolutions.com,60 Austin Blvd.,Commack,NY,11725,(631) 845-0449, ,New York State,6,60,AUSTIN BOULEVARD
"(40.749746875000085, -73.94953332499995)",Scenic Supplies,Better Mousetrap, ,44-02 11th Street,Long Island City,NY,11101,(718) 937-5179, ,Queens,4,44-02,11 STREET
"(40.74960557800006, -73.94482711199993)",Scenic Supplies,"Coe Displays, Inc.", ,43-01 22nd Street,Long Island City,NY,11101,(718) 937-5658, ,Queens,4,43-01,22 STREET
"(40.63732863600006, -74.03193396499995)",Security,"Bay Ridge Security Service, Inc.",http://www.bayridgesecurity.com,110 Bay Ridge Avenue,Brooklyn,NY,11220,(718) 238-2727, ,Brooklyn,3,110,BAY RIDGE AVENUE
"(40.65395399200008, -73.95992753599995)",Security,"Gold Security Guard Services, Inc.",http://www.goldguards.com,772 Flatbush Avenue,Brooklyn,NY,11226,(718) 462-5332, ,Brooklyn,3,772,FLATBUSH AVENUE
"(40.74659950800009, -73.99626110299994)",Security,Knight Security,http://www.knightsecurityny.com,250 West 26th Street,New York,NY,10001,(212) 609-3400, ,Manhattan,1,250,WEST 26 STREET
"(40.75227180200005, -73.97931640699994)",Security,Integrated Security Services,http://www.intesecurity.com,305 Madison Avenue,New York,NY,10165,(212) 808-4153,yes,Manhattan,1,305,MADISON AVENUE
"(40.76124744700007, -73.98616736699995)",Security,GSS Security Services Inc.,http://www.gss-security.com,250 West 49th Street,New York,NY,10019,(212) 764-5400, ,Manhattan,1,250,WEST 49 STREET
"(40.70556789400007, -74.00836406099995)",Security,International Intelligence Network, ,67 Wall Street,New York,NY,10005,(800) 868-4174, ,Manhattan,1,67,WALL STREET
"(40.75225761000007, -73.9786203509999)",Security,John Shields Detective Bureau Inc., ,60 East 42nd Street,New York,NY,10165,(212) 682-6094, ,Manhattan,1,60,EAST 42 STREET
"(40.73689636600005, -73.98918908699994)",Security,Meyerson Associates Inc.,http://www.meyersonassociates.com,200 Park Avenue South,New York,NY,10003,(212) 505-8400, ,Manhattan,1,200,PARK AVENUE SOUTH
"(40.769854871000064, -73.80144052299994)",Security,"Anthony Peters Security Consulting, LLC.",http://www.mandy.com/home.cfm?c=ant059,29-43 163 Street,Flushing,NY,11358,(917) 376-5286, ,Queens,4,29-43,163 STREET
"(40.703542766000055, -73.80059931799991)",Security,"Axel Protection Systems, Inc.",http://www.axelpro.net,90-50 Parsons Boulevard,Jamaica,NY,11432,(718) 206-4800, ,Queens,4,90-50,PARSONS BOULEVARD
"(40.74911204500006, -73.9403666579999)",Security,Unique Comp. Inc., ,27-08 42nd Road,Long Island City,NY,11101,(347) 386-5545, ,Queens,4,27-08,42 ROAD
"(40.61683697500007, -74.1727176409999)",Security,Classic Protection and Security and Investigations,http://www.classicprotection.com,900 South Avenue,Staten Island,NY,10314,(718) 568-3590, ,Staten Island,5,900,SOUTH AVENUE
"(40.629732509000064, -74.15906810799993)",Security,FrontLines Finest Security & Consultant Services,http://www.frontlinesfinest.com,63 Gridley Avenue,Staten Island,NY,10303,(917) 359-6162,yes,Staten Island,5,63,GRIDLEY AVENUE
"(40.55425743200004, -74.1579527849999)",Security,Jupiter Protective Services Corp., ,59 Genesee Avenue,Staten Island,NY,10308,(718) 317-7215, ,Staten Island,5,59,GENESEE AVENUE
"(40.748212987000045, -73.98934604899995)",Software & Internet Services,Entertainment Partners,http://www.entertainmentpartners.com,875 6th Avenue,New York,NY,10001,(646) 473-9010, ,Manhattan,1,875,6 AVENUE
"(40.74103017500005, -73.9917650079999)",Software & Internet Services,Showbiz Software Stores,http://www.showbizsoftware.com,19 West 21st Street,New York,NY,10010,(646) 829-0700, ,Manhattan,1,19,WEST 21 STREET
"(40.705737260000035, -74.01165719699992)",Software & Internet Services,Team 5,http://www.team5.com,50 Broad Street,New York,NY,10004,(212) 482-0246, ,Manhattan,1,50,BROAD STREET
"(40.729082229000085, -73.99129383399992)",Software & Internet Services,"Web2Zone, Inc.",http://www.web2zone.com,52-54 Cooper Square,New York,NY,10003,(212) 614-7300,yes,Manhattan,1,52,COOPER SQUARE
"(40.68276731700007, -73.9954209899999)",Spa & Massage,Dharma Healing Arts Studio,http://www.dharmanyc.com,331 Court Street,Brooklyn,NY,11231,(718) 237-3139,yes,Brooklyn,3,331,COURT STREET
"(40.76101773100004, -73.97490497699994)",Spa & Massage,Elizabeth Arden Red Door Salon & Spa,http://www.reddoorspas.com,691 Fifth Avenue,New York,NY,10022,(212) 546-0304 / (203) 905-1733, ,Manhattan,1,691,FIFTH AVENUE
"(40.73415462600008, -74.00742948999994)",Spa & Massage,Relax Massage Therapy,http://www.rickrelax.com,716 Greenwich Street,New York,NY,10014,(212) 206-9714 / (212) 532-4401, ,Manhattan,1,716,GREENWICH STREET
"(40.751124434000076, -73.97967277499993)",Spa & Massage,Relax Massage Therapy,http://www.rickrelax.com,30 East 40th Street,New York,NY,10016,(212) 206-9714 / (212) 532-4401, ,Manhattan,1,30,EAST 40 STREET
"(40.76692853000009, -73.98226730399995)",Spa & Massage,Shobha Columbus Circle,http://www.myshobha.com,1775 Broadway,New York,NY,10019,(212) 977-7771,yes,Manhattan,1,1775,BROADWAY
"(40.762339986000086, -73.97182890499994)",Spa & Massage,Shobha Madison,http://www.myshobha.com,595 Madison Avenue,New York,NY,10022,(212) 223-2872,yes,Manhattan,1,595,MADISON AVENUE
"(40.724857375000056, -73.99680315099994)",Spa & Massage,Shobha Soho,http://www.myshobha.com,594 Broadway,New York,NY,10012,(212) 931-8363,yes,Manhattan,1,594,BROADWAY
"(40.76410304500007, -73.97594708199995)",Spa & Massage,Sothys Spa,http://www.sothyspa.com,37 West 57th Street,New York,NY,10019,(212) 888-0228, ,Manhattan,1,37,WEST 57 STREET
"(40.761331806000044, -73.96851194999994)",Spa & Massage,Phyto Universe,http://www.phytouniverse.com,715 Lexington Avenue,New York,NY,10022,(212) 265-5391,yes,Manhattan,1,715,LEXINGTON AVENUE
